estacion,anio,mes,codigo_estacion,departamento,trafico_total
LA ESPERANZA,2013,,00017,SUCRE,96254.0
LA PINTADA,2013,,00018,ANTIOQUIA,18953.0
LOS CAUCHOS,2013,,00019,HUILA,159017.0
LOS LLANOS,2013,,00020,ANTIOQUIA,91323.0
MACHETA,2013,,00021,CUNDINAMARCA,50109.0
MATA DE CAÑA,2013,,00022,CORDOBA,69943.0
LOS PATIOS,2013,,#N/D,CUNDINAMARCA,136971.0
PICACHO,2013,,00024,SANTANDER,70619.0
PRIMAVERA,2013,,00025,ANTIOQUIA,138752.0
PUERTO BERRIO,2013,,00026,ANTIOQUIA,35749.0
RIO BLANCO,2013,,00027,SANTANDER,85668.0
RIO FRIO,2013,,00028,VALLE,29147.0
RIO SOGAMOSO,2013,,00029,SANTANDER,143048.0
SACHICA,2013,,00030,BOYACA,59227.0
SAN CLEMENTE,2013,,00031,CALDAS,23709.0
SAN JUAN,2013,,00032,GUAJIRA,139145.0
SAN ONOFRE,2013,,00033,SUCRE,49929.0
SAN PEDRO,2013,,00034,CASANARE,80503.0
SUPIA,2013,,00035,CALDAS,114981.0
TARAZA,2013,,00036,ANTIOQUIA,77594.0
TORO,2013,,00037,VALLE,18851.0
YUCAO,2013,,00038,META,58651.0
EL CARMEN,2013,,00044,BOLIVAR,93936.0
CASA BLANCA,2013,,00039,CUNDINAMARCA,237148.0
SABOYA,2013,,#N/D,CUNDINAMARCA,89302.0
OIBA,2013,,00041,SANTANDER,106348.0
SAN GIL,2013,,00042,SANTANDER,129955.0
LOS CUROS,2013,,00043,SANTANDER,140101.0
ACAPULCO,2013,,00001,RISARALDA,83580.0
ALTAMIRA,2013,,00002,HUILA,106778.0
ALVARADO,2013,,00003,TOLIMA,157413.0
AMAGA,2013,,00004,ANTIOQUIA,207257.0
ARCABUCO,2013,,00005,BOYACA,109156.0
BICENTENARIO,2013,,00006,CUNDINAMARCA,205666.0
CAJAMARCA,2013,,00007,TOLIMA,192381.0
CALAMAR,2013,,00008,BOLIVAR,81756.0
CARIMAGUA,2013,,00009,CORDOBA,77462.0
CASETABLA,2013,,00010,META,71516.0
CISNEROS,2013,,00011,ANTIOQUIA,49422.0
CRUCERO,2013,,00012,BOYACA,83328.0
EL BORDO,2013,,00013,CAUCA,84344.0
HONDA,2013,,00014,TOLIMA,146102.0
LA APARTADA,2013,,00015,CORDOBA,134775.0
LA CABAÑA,2013,,00016,CUNDINAMARCA,47242.0
LA ESPERANZA,2013,,00017,SUCRE,112396.0
LA PINTADA,2013,,00018,ANTIOQUIA,29936.0
LOS CAUCHOS,2013,,00019,HUILA,183256.0
LOS LLANOS,2013,,00020,ANTIOQUIA,115348.0
MACHETA,2013,,00021,CUNDINAMARCA,59433.0
MATA DE CAÑA,2013,,00022,CORDOBA,86505.0
LOS PATIOS,2013,,#N/D,CUNDINAMARCA,143643.0
PICACHO,2013,,00024,SANTANDER,81059.0
PRIMAVERA,2013,,00025,ANTIOQUIA,157421.0
PUERTO BERRIO,2013,,00026,ANTIOQUIA,43428.0
RIO BLANCO,2013,,00027,SANTANDER,101148.0
RIO FRIO,2013,,00028,VALLE,32693.0
RIO SOGAMOSO,2013,,00029,SANTANDER,162031.0
SACHICA,2013,,00030,BOYACA,85741.0
SAN CLEMENTE,2013,,00031,CALDAS,26391.0
SAN JUAN,2013,,00032,GUAJIRA,165383.0
SAN ONOFRE,2013,,00033,SUCRE,61691.0
SAN PEDRO,2013,,00034,CASANARE,90171.0
SUPIA,2013,,00035,CALDAS,139965.0
TARAZA,2013,,00036,ANTIOQUIA,101159.0
TORO,2013,,00037,VALLE,20465.0
YUCAO,2013,,00038,META,58440.0
EL CARMEN,2013,,00044,BOLIVAR,113237.0
CASA BLANCA,2013,,00039,CUNDINAMARCA,276761.0
SABOYA,2013,,#N/D,CUNDINAMARCA,113104.0
OIBA,2013,,00041,SANTANDER,136866.0
SAN GIL,2013,,00042,SANTANDER,163199.0
LOS CUROS,2013,,00043,SANTANDER,171699.0
ACAPULCO,2014,,00001,RISARALDA,80720.0
ALTAMIRA,2014,,00002,HUILA,103820.0
ALVARADO,2014,,00003,TOLIMA,163180.0
AMAGA,2014,,00004,ANTIOQUIA,197506.0
ARCABUCO,2014,,00005,BOYACA,123569.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,225987.0
CAJAMARCA,2014,,00007,TOLIMA,207005.0
CALAMAR,2014,,00008,BOLIVAR,81771.0
CARIMAGUA,2014,,00009,CORDOBA,86595.0
CASETABLA,2014,,00010,META,69669.0
CISNEROS,2014,,00011,ANTIOQUIA,50819.0
CRUCERO,2014,,00012,BOYACA,90506.0
EL BORDO,2014,,00013,CAUCA,92573.0
HONDA,2014,,00014,TOLIMA,157195.0
LA APARTADA,2014,,00015,CORDOBA,152620.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,48058.0
LA ESPERANZA,2014,,00017,SUCRE,128363.0
LA PINTADA,2014,,00018,ANTIOQUIA,32202.0
LOS CAUCHOS,2014,,00019,HUILA,171680.0
LOS LLANOS,2014,,00020,ANTIOQUIA,134560.0
MACHETA,2014,,00021,CUNDINAMARCA,64460.0
MATA DE CAÑA,2014,,00022,CORDOBA,106592.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,132042.0
PICACHO,2014,,00024,SANTANDER,84939.0
PRIMAVERA,2014,,00025,ANTIOQUIA,164516.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,45721.0
RIO BLANCO,2014,,00027,SANTANDER,109995.0
RIO FRIO,2014,,00028,VALLE,33615.0
RIO SOGAMOSO,2014,,00029,SANTANDER,157677.0
SACHICA,2014,,00030,BOYACA,77762.0
SAN CLEMENTE,2014,,00031,CALDAS,26697.0
SAN JUAN,2014,,00032,GUAJIRA,159592.0
SAN ONOFRE,2014,,00033,SUCRE,69263.0
SAN PEDRO,2014,,00034,CASANARE,90911.0
SUPIA,2014,,00035,CALDAS,150005.0
TARAZA,2014,,00036,ANTIOQUIA,121707.0
TORO,2014,,00037,VALLE,20535.0
YUCAO,2014,,00038,META,56538.0
EL CARMEN,2014,,00044,BOLIVAR,118612.0
ACAPULCO,2014,,00001,RISARALDA,62390.0
ALTAMIRA,2014,,00002,HUILA,82044.0
ALVARADO,2014,,00003,TOLIMA,127491.0
AMAGA,2014,,00004,ANTIOQUIA,155108.0
ARCABUCO,2014,,00005,BOYACA,72482.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,129802.0
CAJAMARCA,2014,,00007,TOLIMA,139655.0
CALAMAR,2014,,00008,BOLIVAR,61137.0
CARIMAGUA,2014,,00009,CORDOBA,61068.0
CASETABLA,2014,,00010,META,58511.0
CISNEROS,2014,,00011,ANTIOQUIA,35934.0
EL CARMEN,2016,,00044,BOLIVAR,0.0
CRUCERO,2014,,00012,BOYACA,62436.0
EL BORDO,2014,,00013,CAUCA,64348.0
HONDA,2014,,00014,TOLIMA,113304.0
LA APARTADA,2014,,00015,CORDOBA,98164.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,44329.0
LA ESPERANZA,2014,,00017,SUCRE,89323.0
LA PINTADA,2014,,00018,ANTIOQUIA,18898.0
LOS CAUCHOS,2014,,00019,HUILA,140392.0
LOS LLANOS,2014,,00020,ANTIOQUIA,83537.0
MACHETA,2014,,00021,CUNDINAMARCA,41784.0
MATA DE CAÑA,2014,,00022,CORDOBA,61173.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,129740.0
PICACHO,2014,,00024,SANTANDER,59364.0
PRIMAVERA,2014,,00025,ANTIOQUIA,113903.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,32210.0
RIO BLANCO,2014,,00027,SANTANDER,77443.0
RIO FRIO,2014,,00028,VALLE,26852.0
RIO SOGAMOSO,2014,,00029,SANTANDER,132038.0
SACHICA,2014,,00030,BOYACA,55390.0
SAN CLEMENTE,2014,,00031,CALDAS,21599.0
SAN JUAN,2014,,00032,GUAJIRA,129520.0
SAN ONOFRE,2014,,00033,SUCRE,48293.0
SAN PEDRO,2014,,00034,CASANARE,72221.0
SUPIA,2014,,00035,CALDAS,98733.0
TARAZA,2014,,00036,ANTIOQUIA,70942.0
TORO,2014,,00037,VALLE,17577.0
YUCAO,2014,,00038,META,46511.0
EL CARMEN,2014,,00044,BOLIVAR,82980.0
ACAPULCO,2014,,00001,RISARALDA,72961.0
ALTAMIRA,2014,,00002,HUILA,85739.0
ALVARADO,2014,,00003,TOLIMA,131602.0
AMAGA,2014,,00004,ANTIOQUIA,188665.0
ARCABUCO,2014,,00005,BOYACA,81840.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,155401.0
CAJAMARCA,2014,,00007,TOLIMA,153671.0
CALAMAR,2014,,00008,BOLIVAR,68846.0
CARIMAGUA,2014,,00009,CORDOBA,64108.0
CASETABLA,2014,,00010,META,75881.0
CISNEROS,2014,,00011,ANTIOQUIA,39817.0
CRUCERO,2014,,00012,BOYACA,73618.0
EL BORDO,2014,,00013,CAUCA,68382.0
HONDA,2014,,00014,TOLIMA,112693.0
LA APARTADA,2014,,00015,CORDOBA,107788.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,49508.0
LA ESPERANZA,2014,,00017,SUCRE,98519.0
LA PINTADA,2014,,00018,ANTIOQUIA,32195.0
LOS CAUCHOS,2014,,00019,HUILA,149164.0
LOS LLANOS,2014,,00020,ANTIOQUIA,90818.0
MACHETA,2014,,00021,CUNDINAMARCA,48509.0
MATA DE CAÑA,2014,,00022,CORDOBA,70984.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,143888.0
PICACHO,2014,,00024,SANTANDER,61269.0
PRIMAVERA,2014,,00025,ANTIOQUIA,120422.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,35535.0
RIO BLANCO,2014,,00027,SANTANDER,82253.0
RIO FRIO,2014,,00028,VALLE,29482.0
RIO SOGAMOSO,2014,,00029,SANTANDER,144161.0
SACHICA,2014,,00030,BOYACA,65154.0
SAN CLEMENTE,2014,,00031,CALDAS,23587.0
SAN JUAN,2014,,00032,GUAJIRA,136593.0
SAN ONOFRE,2014,,00033,SUCRE,55461.0
SAN PEDRO,2014,,00034,CASANARE,78776.0
SUPIA,2014,,00035,CALDAS,113308.0
TARAZA,2014,,00036,ANTIOQUIA,77101.0
TORO,2014,,00037,VALLE,19615.0
YUCAO,2014,,00038,META,62496.0
EL CARMEN,2014,,00044,BOLIVAR,89466.0
ACAPULCO,2014,,00001,RISARALDA,73009.0
ALTAMIRA,2014,,00002,HUILA,88872.0
ALVARADO,2014,,00003,TOLIMA,139821.0
AMAGA,2014,,00004,ANTIOQUIA,188245.0
ARCABUCO,2014,,00005,BOYACA,92517.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,186005.0
CAJAMARCA,2014,,00007,TOLIMA,184665.0
CALAMAR,2014,,00008,BOLIVAR,80828.0
CARIMAGUA,2014,,00009,CORDOBA,73156.0
CASETABLA,2014,,00010,META,69058.0
CISNEROS,2014,,00011,ANTIOQUIA,44558.0
CRUCERO,2014,,00012,BOYACA,77322.0
EL BORDO,2014,,00013,CAUCA,77380.0
HONDA,2014,,00014,TOLIMA,130921.0
LA APARTADA,2014,,00015,CORDOBA,125129.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,46528.0
LA ESPERANZA,2014,,00017,SUCRE,116592.0
LA PINTADA,2014,,00018,ANTIOQUIA,31810.0
LOS CAUCHOS,2014,,00019,HUILA,151719.0
LOS LLANOS,2014,,00020,ANTIOQUIA,108899.0
MACHETA,2014,,00021,CUNDINAMARCA,51645.0
MATA DE CAÑA,2014,,00022,CORDOBA,89364.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,131460.0
PICACHO,2014,,00024,SANTANDER,69655.0
PRIMAVERA,2014,,00025,ANTIOQUIA,138517.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,40143.0
RIO BLANCO,2014,,00027,SANTANDER,93087.0
RIO FRIO,2014,,00028,VALLE,32925.0
RIO SOGAMOSO,2014,,00029,SANTANDER,146118.0
SACHICA,2014,,00030,BOYACA,70744.0
SAN CLEMENTE,2014,,00031,CALDAS,24898.0
SAN JUAN,2014,,00032,GUAJIRA,142366.0
SAN ONOFRE,2014,,00033,SUCRE,64527.0
SAN PEDRO,2014,,00034,CASANARE,79573.0
SUPIA,2014,,00035,CALDAS,130268.0
TARAZA,2014,,00036,ANTIOQUIA,94550.0
TORO,2014,,00037,VALLE,20219.0
YUCAO,2014,,00038,META,55569.0
EL CARMEN,2014,,00044,BOLIVAR,104099.0
ACAPULCO,2014,,00001,RISARALDA,72429.0
ALTAMIRA,2014,,00002,HUILA,61589.0
ALVARADO,2014,,00003,TOLIMA,124765.0
AMAGA,2014,,00004,ANTIOQUIA,171836.0
ARCABUCO,2014,,00005,BOYACA,76058.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,132718.0
CAJAMARCA,2014,,00007,TOLIMA,153686.0
CALAMAR,2014,,00008,BOLIVAR,72391.0
CARIMAGUA,2014,,00009,CORDOBA,70244.0
CASETABLA,2014,,00010,META,69697.0
CISNEROS,2014,,00011,ANTIOQUIA,36774.0
CRUCERO,2014,,00012,BOYACA,61829.0
EL BORDO,2014,,00013,CAUCA,66610.0
HONDA,2014,,00014,TOLIMA,103180.0
LA APARTADA,2014,,00015,CORDOBA,110207.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,44392.0
LA ESPERANZA,2014,,00017,SUCRE,100437.0
LA PINTADA,2014,,00018,ANTIOQUIA,23177.0
LOS CAUCHOS,2014,,00019,HUILA,124678.0
LOS LLANOS,2014,,00020,ANTIOQUIA,93322.0
MACHETA,2014,,00021,CUNDINAMARCA,42729.0
MATA DE CAÑA,2014,,00022,CORDOBA,66915.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,140882.0
PICACHO,2014,,00024,SANTANDER,60516.0
PRIMAVERA,2014,,00025,ANTIOQUIA,126123.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,32394.0
RIO BLANCO,2014,,00027,SANTANDER,107198.0
RIO FRIO,2014,,00028,VALLE,30153.0
RIO SOGAMOSO,2014,,00029,SANTANDER,141097.0
SACHICA,2014,,00030,BOYACA,50328.0
SAN CLEMENTE,2014,,00031,CALDAS,23719.0
SAN JUAN,2014,,00032,GUAJIRA,144396.0
SAN ONOFRE,2014,,00033,SUCRE,55153.0
SAN PEDRO,2014,,00034,CASANARE,80268.0
SUPIA,2014,,00035,CALDAS,113128.0
TARAZA,2014,,00036,ANTIOQUIA,79443.0
TORO,2014,,00037,VALLE,20759.0
YUCAO,2014,,00038,META,55979.0
EL CARMEN,2014,,00044,BOLIVAR,93215.0
ACAPULCO,2014,,00001,RISARALDA,70932.0
ALTAMIRA,2014,,00002,HUILA,91236.0
ALVARADO,2014,,00003,TOLIMA,135783.0
AMAGA,2014,,00004,ANTIOQUIA,194541.0
ARCABUCO,2014,,00005,BOYACA,98298.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,170815.0
CAJAMARCA,2014,,00007,TOLIMA,166500.0
CALAMAR,2014,,00008,BOLIVAR,71927.0
CARIMAGUA,2014,,00009,CORDOBA,67147.0
CASETABLA,2014,,00010,META,64204.0
CISNEROS,2014,,00011,ANTIOQUIA,43455.0
CRUCERO,2014,,00012,BOYACA,71577.0
EL BORDO,2014,,00013,CAUCA,73176.0
HONDA,2014,,00014,TOLIMA,123964.0
LA APARTADA,2014,,00015,CORDOBA,113909.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,45829.0
LA ESPERANZA,2014,,00017,SUCRE,100832.0
LA PINTADA,2014,,00018,ANTIOQUIA,26330.0
LOS CAUCHOS,2014,,00019,HUILA,158511.0
LOS LLANOS,2014,,00020,ANTIOQUIA,99714.0
MACHETA,2014,,00021,CUNDINAMARCA,50511.0
MATA DE CAÑA,2014,,00022,CORDOBA,79813.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,131147.0
PICACHO,2014,,00024,SANTANDER,66430.0
PRIMAVERA,2014,,00025,ANTIOQUIA,147154.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,38173.0
RIO BLANCO,2014,,00027,SANTANDER,94823.0
RIO FRIO,2014,,00028,VALLE,32140.0
RIO SOGAMOSO,2014,,00029,SANTANDER,144516.0
SACHICA,2014,,00030,BOYACA,71076.0
SAN CLEMENTE,2014,,00031,CALDAS,24545.0
SAN JUAN,2014,,00032,GUAJIRA,141204.0
SAN ONOFRE,2014,,00033,SUCRE,57242.0
SAN PEDRO,2014,,00034,CASANARE,79210.0
SUPIA,2014,,00035,CALDAS,126667.0
TARAZA,2014,,00036,ANTIOQUIA,84827.0
TORO,2014,,00037,VALLE,19932.0
YUCAO,2014,,00038,META,51230.0
EL CARMEN,2014,,00044,BOLIVAR,93231.0
ACAPULCO,2014,,00001,RISARALDA,73818.0
ALTAMIRA,2014,,00002,HUILA,96885.0
ALVARADO,2014,,00003,TOLIMA,146471.0
AMAGA,2014,,00004,ANTIOQUIA,173912.0
ARCABUCO,2014,,00005,BOYACA,88477.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,171698.0
CAJAMARCA,2014,,00007,TOLIMA,175497.0
CALAMAR,2014,,00008,BOLIVAR,75116.0
CARIMAGUA,2014,,00009,CORDOBA,71683.0
CASETABLA,2014,,00010,META,67010.0
CISNEROS,2014,,00011,ANTIOQUIA,42761.0
CRUCERO,2014,,00012,BOYACA,62604.0
EL BORDO,2014,,00013,CAUCA,81268.0
HONDA,2014,,00014,TOLIMA,125155.0
LA APARTADA,2014,,00015,CORDOBA,115905.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,42839.0
LA ESPERANZA,2014,,00017,SUCRE,105444.0
LA PINTADA,2014,,00018,ANTIOQUIA,20990.0
LOS CAUCHOS,2014,,00019,HUILA,165397.0
LOS LLANOS,2014,,00020,ANTIOQUIA,98351.0
MACHETA,2014,,00021,CUNDINAMARCA,45717.0
MATA DE CAÑA,2014,,00022,CORDOBA,75777.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,126349.0
PICACHO,2014,,00024,SANTANDER,67930.0
PRIMAVERA,2014,,00025,ANTIOQUIA,141017.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,37351.0
RIO BLANCO,2014,,00027,SANTANDER,90263.0
RIO FRIO,2014,,00028,VALLE,32955.0
RIO SOGAMOSO,2014,,00029,SANTANDER,151015.0
SACHICA,2014,,00030,BOYACA,68442.0
SAN CLEMENTE,2014,,00031,CALDAS,25935.0
SAN JUAN,2014,,00032,GUAJIRA,151576.0
SAN ONOFRE,2014,,00033,SUCRE,60527.0
SAN PEDRO,2014,,00034,CASANARE,82184.0
SUPIA,2014,,00035,CALDAS,123450.0
TARAZA,2014,,00036,ANTIOQUIA,84365.0
TORO,2014,,00037,VALLE,21088.0
YUCAO,2014,,00038,META,52641.0
EL CARMEN,2014,,00044,BOLIVAR,96364.0
ACAPULCO,2014,,00001,RISARALDA,77651.0
ALTAMIRA,2014,,00002,HUILA,90175.0
ALVARADO,2014,,00003,TOLIMA,142366.0
AMAGA,2014,,00004,ANTIOQUIA,188020.0
ARCABUCO,2014,,00005,BOYACA,91919.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,171093.0
CAJAMARCA,2014,,00007,TOLIMA,173174.0
CALAMAR,2014,,00008,BOLIVAR,69008.0
CARIMAGUA,2014,,00009,CORDOBA,67774.0
CASETABLA,2014,,00010,META,64041.0
CISNEROS,2014,,00011,ANTIOQUIA,43489.0
CRUCERO,2014,,00012,BOYACA,69253.0
EL BORDO,2014,,00013,CAUCA,76601.0
HONDA,2014,,00014,TOLIMA,125215.0
LA APARTADA,2014,,00015,CORDOBA,111546.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,50869.0
LA ESPERANZA,2014,,00017,SUCRE,100995.0
LA PINTADA,2014,,00018,ANTIOQUIA,22103.0
LOS CAUCHOS,2014,,00019,HUILA,157953.0
LOS LLANOS,2014,,00020,ANTIOQUIA,94836.0
MACHETA,2014,,00021,CUNDINAMARCA,48237.0
MATA DE CAÑA,2014,,00022,CORDOBA,76479.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,141728.0
PICACHO,2014,,00024,SANTANDER,67598.0
PRIMAVERA,2014,,00025,ANTIOQUIA,151765.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,37678.0
RIO BLANCO,2014,,00027,SANTANDER,85899.0
RIO FRIO,2014,,00028,VALLE,34281.0
RIO SOGAMOSO,2014,,00029,SANTANDER,150690.0
SACHICA,2014,,00030,BOYACA,78719.0
SAN CLEMENTE,2014,,00031,CALDAS,25468.0
SAN JUAN,2014,,00032,GUAJIRA,138253.0
SAN ONOFRE,2014,,00033,SUCRE,58301.0
SAN PEDRO,2014,,00034,CASANARE,86274.0
SUPIA,2014,,00035,CALDAS,130926.0
TARAZA,2014,,00036,ANTIOQUIA,80505.0
TORO,2014,,00037,VALLE,21145.0
YUCAO,2014,,00038,META,51655.0
EL CARMEN,2014,,00044,BOLIVAR,89579.0
ACAPULCO,2014,,00001,RISARALDA,69991.0
ALTAMIRA,2014,,00002,HUILA,85987.0
ALVARADO,2014,,00003,TOLIMA,130055.0
AMAGA,2014,,00004,ANTIOQUIA,165288.0
ARCABUCO,2014,,00005,BOYACA,80003.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,150441.0
CAJAMARCA,2014,,00007,TOLIMA,155646.0
CALAMAR,2014,,00008,BOLIVAR,65219.0
CARIMAGUA,2014,,00009,CORDOBA,64507.0
CASETABLA,2014,,00010,META,59392.0
CISNEROS,2014,,00011,ANTIOQUIA,40045.0
CRUCERO,2014,,00012,BOYACA,66327.0
EL BORDO,2014,,00013,CAUCA,68907.0
HONDA,2014,,00014,TOLIMA,109917.0
LA APARTADA,2014,,00015,CORDOBA,103392.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,44816.0
LA ESPERANZA,2014,,00017,SUCRE,99454.0
LA PINTADA,2014,,00018,ANTIOQUIA,15773.0
LOS CAUCHOS,2014,,00019,HUILA,149654.0
LOS LLANOS,2014,,00020,ANTIOQUIA,89365.0
MACHETA,2014,,00021,CUNDINAMARCA,43323.0
MATA DE CAÑA,2014,,00022,CORDOBA,68783.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,134516.0
PICACHO,2014,,00024,SANTANDER,61232.0
PRIMAVERA,2014,,00025,ANTIOQUIA,130576.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,34317.0
RIO BLANCO,2014,,00027,SANTANDER,80277.0
RIO FRIO,2014,,00028,VALLE,29490.0
RIO SOGAMOSO,2014,,00029,SANTANDER,142441.0
SACHICA,2014,,00030,BOYACA,57758.0
SAN CLEMENTE,2014,,00031,CALDAS,23141.0
SAN JUAN,2014,,00032,GUAJIRA,128115.0
SAN ONOFRE,2014,,00033,SUCRE,54698.0
SAN PEDRO,2014,,00034,CASANARE,81890.0
SUPIA,2014,,00035,CALDAS,110494.0
TARAZA,2014,,00036,ANTIOQUIA,74859.0
TORO,2014,,00037,VALLE,19053.0
YUCAO,2014,,00038,META,47035.0
EL CARMEN,2014,,00044,BOLIVAR,85715.0
ACAPULCO,2014,,00001,RISARALDA,76821.0
ALTAMIRA,2014,,00002,HUILA,93330.0
ALVARADO,2014,,00003,TOLIMA,143654.0
AMAGA,2014,,00004,ANTIOQUIA,189171.0
ARCABUCO,2014,,00005,BOYACA,95534.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,163311.0
CAJAMARCA,2014,,00007,TOLIMA,172116.0
CALAMAR,2014,,00008,BOLIVAR,71309.0
CARIMAGUA,2014,,00009,CORDOBA,69989.0
CASETABLA,2014,,00010,META,61159.0
CISNEROS,2014,,00011,ANTIOQUIA,45557.0
CRUCERO,2014,,00012,BOYACA,75370.0
EL BORDO,2014,,00013,CAUCA,76486.0
HONDA,2014,,00014,TOLIMA,127609.0
LA APARTADA,2014,,00015,CORDOBA,115525.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,47362.0
LA ESPERANZA,2014,,00017,SUCRE,107572.0
LA PINTADA,2014,,00018,ANTIOQUIA,19625.0
LOS CAUCHOS,2014,,00019,HUILA,161217.0
LOS LLANOS,2014,,00020,ANTIOQUIA,100226.0
MACHETA,2014,,00021,CUNDINAMARCA,50547.0
MATA DE CAÑA,2014,,00022,CORDOBA,82620.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,138660.0
PICACHO,2014,,00024,SANTANDER,69054.0
PRIMAVERA,2014,,00025,ANTIOQUIA,152614.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,39782.0
RIO BLANCO,2014,,00027,SANTANDER,86933.0
RIO FRIO,2014,,00028,VALLE,31594.0
RIO SOGAMOSO,2014,,00029,SANTANDER,155702.0
SACHICA,2014,,00030,BOYACA,69698.0
SAN CLEMENTE,2014,,00031,CALDAS,24973.0
SAN JUAN,2014,,00032,GUAJIRA,130162.0
SAN ONOFRE,2014,,00033,SUCRE,59447.0
PAILITAS,2017,,#N/D,CESAR,
SAN PEDRO,2014,,00034,CASANARE,83703.0
SUPIA,2014,,00035,CALDAS,129521.0
TARAZA,2014,,00036,ANTIOQUIA,85204.0
TORO,2014,,00037,VALLE,19956.0
YUCAO,2014,,00038,META,48760.0
EL CARMEN,2014,,00044,BOLIVAR,94171.0
ACAPULCO,2014,,00001,RISARALDA,75868.0
ALTAMIRA,2014,,00002,HUILA,92544.0
ALVARADO,2014,,00003,TOLIMA,145125.0
AMAGA,2014,,00004,ANTIOQUIA,188098.0
ARCABUCO,2014,,00005,BOYACA,92123.0
BICENTENARIO,2014,,00006,CUNDINAMARCA,76945.0
CAJAMARCA,2014,,00007,TOLIMA,160853.0
CALAMAR,2014,,00008,BOLIVAR,69477.0
CARIMAGUA,2014,,00009,CORDOBA,66375.0
CASETABLA,2014,,00010,META,61648.0
CISNEROS,2014,,00011,ANTIOQUIA,44344.0
CRUCERO,2014,,00012,BOYACA,72838.0
EL BORDO,2014,,00013,CAUCA,73704.0
HONDA,2014,,00014,TOLIMA,127327.0
LA APARTADA,2014,,00015,CORDOBA,108210.0
LA CABAÑA,2014,,00016,CUNDINAMARCA,49069.0
LA ESPERANZA,2014,,00017,SUCRE,103811.0
LA PINTADA,2014,,00018,ANTIOQUIA,17228.0
LOS CAUCHOS,2014,,00019,HUILA,155344.0
LOS LLANOS,2014,,00020,ANTIOQUIA,94997.0
MACHETA,2014,,00021,CUNDINAMARCA,51067.0
MATA DE CAÑA,2014,,00022,CORDOBA,77466.0
LOS PATIOS,2014,,#N/D,CUNDINAMARCA,141084.0
PICACHO,2014,,00024,SANTANDER,63512.0
PRIMAVERA,2014,,00025,ANTIOQUIA,150154.0
PUERTO BERRIO,2014,,00026,ANTIOQUIA,38618.0
RIO BLANCO,2014,,00027,SANTANDER,101150.0
RIO FRIO,2014,,00028,VALLE,30726.0
RIO SOGAMOSO,2014,,00029,SANTANDER,121917.0
SACHICA,2014,,00030,BOYACA,71542.0
SAN CLEMENTE,2014,,00031,CALDAS,23401.0
SAN JUAN,2014,,00032,GUAJIRA,127508.0
SAN ONOFRE,2014,,00033,SUCRE,56461.0
SAN PEDRO,2014,,00034,CASANARE,79484.0
SUPIA,2014,,00035,CALDAS,123691.0
TARAZA,2014,,00036,ANTIOQUIA,79550.0
TORO,2014,,00037,VALLE,19531.0
YUCAO,2014,,00038,META,49146.0
EL CARMEN,2014,,00044,BOLIVAR,91015.0
ACAPULCO,2014,,00001,RISARALDA,90625.0
ALTAMIRA,2014,,00002,HUILA,104658.0
ALVARADO,2014,,00003,TOLIMA,160854.0
AMAGA,2014,,00004,ANTIOQUIA,222185.0
ARCABUCO,2014,,00005,BOYACA,116685.0
